Target gene,Representative transcript,Gene name,3P-seq tags + 5,Conserved sites total,Conserved 8mer sites,Conserved 7mer-m8 sites,Conserved 7mer-A1 sites,Poorly conserved sites total,Poorly conserved 8mer sites,Poorly conserved 7mer-m8 sites,Poorly conserved 7mer-A1 sites,6mer sites,Representative miRNA,Predicted occupancy (low miRNA),Predicted occupancy (high miRNA),Predicted occupancy (transfected miRNA),Cumulative weighted context++ score,Total context++ score,Aggregate PCT,"Previous TargetScan publication(s)
"
KCNK12,ENST00000327876.4,"potassium channel, subfamily K, member 12 ",5,1,0,1,0,1,0,1,0,2,hsa-miR-532-5p,0.0148,0.1061,0.6536,-0.12,-0.12,N/A,"NULL
"
TMEM236,ENST00000480516.1,,5,1,0,1,0,1,0,0,1,0,hsa-miR-532-5p,0.0131,0.093,0.5263,-0.12,-0.12,N/A,"NULL
"
NUAK1,ENST00000261402.2,"NUAK family, SNF1-like kinase, 1 ",489,1,0,1,0,0,0,0,0,2,hsa-miR-532-5p,0.0085,0.0618,0.4131,-0.12,-0.14,N/A,2007
BNC2,ENST00000380672.4,basonuclin 2 ,770,1,0,1,0,1,0,1,0,0,hsa-miR-532-5p,0.0079,0.0569,0.366,-0.12,-0.12,N/A,"NULL
"
CAPZB,ENST00000375142.1,"capping protein (actin filament) muscle Z-line, beta ",545,1,0,0,1,0,0,0,0,3,hsa-miR-532-5p,0.0036,0.0258,0.1488,-0.12,-0.22,N/A,"NULL
"
HELZ,ENST00000358691.5,helicase with zinc finger ,571,1,0,1,0,2,0,0,2,3,hsa-miR-532-5p,0.0168,0.1204,0.7431,-0.12,-0.16,N/A,"NULL
"
BRF2,ENST00000220659.6,"BRF2, RNA polymerase III transcription initiation factor 50 kDa subunit ",229,1,0,1,0,1,1,0,0,1,hsa-miR-532-5p,0.0077,0.0556,0.35,-0.12,-0.45,N/A,"NULL
"
CASP16,ENST00000428155.1,"caspase 16, apoptosis-related cysteine peptidase (putative) ",51,1,0,1,0,0,0,0,0,2,hsa-miR-532-5p,0.0087,0.0615,0.3511,-0.12,-0.15,N/A,"NULL
"
EYA3,ENST00000373871.3,eyes absent homolog 3 (Drosophila) ,50,1,0,1,0,0,0,0,0,3,hsa-miR-532-5p,0.0086,0.062,0.4005,-0.12,-0.12,N/A,"NULL
"
ELOVL4,ENST00000369816.4,ELOVL fatty acid elongase 4 ,129,1,0,1,0,0,0,0,0,0,hsa-miR-532-5p,0.0065,0.0464,0.2765,-0.12,-0.12,N/A,2007
CHL1,ENST00000256509.2,cell adhesion molecule L1-like ,24,1,0,1,0,0,0,0,0,1,hsa-miR-532-5p,0.0091,0.0652,0.4066,-0.12,-0.12,N/A,"NULL
"
MYH9,ENST00000216181.5,"myosin, heavy chain 9, non-muscle ",1317,1,0,1,0,0,0,0,0,2,hsa-miR-532-5p,0.0044,0.0316,0.2026,-0.12,-0.14,N/A,"NULL
"
TBC1D15,ENST00000550746.1,"TBC1 domain family, member 15 ",1164,1,0,0,1,0,0,0,0,0,hsa-miR-532-5p,0.0034,0.0249,0.1643,-0.12,-0.17,N/A,"NULL
"
PLAG1,ENST00000316981.3,pleiomorphic adenoma gene 1 ,58,1,0,1,0,0,0,0,0,0,hsa-miR-532-5p,0.0055,0.0394,0.2447,-0.12,-0.12,N/A,2007
ZC3H12C,ENST00000278590.3,zinc finger CCCH-type containing 12C ,150,1,0,1,0,1,0,1,0,0,hsa-miR-532-5p,0.0111,0.0792,0.4768,-0.11,-0.16,N/A,"NULL
"
EXOC8,ENST00000360394.2,exocyst complex component 8 ,129,1,0,1,0,0,0,0,0,1,hsa-miR-532-5p,0.0159,0.107,0.4856,-0.11,-0.12,N/A,"NULL
"
TLL2,ENST00000357947.3,tolloid-like 2 ,5,1,0,1,0,2,0,2,0,1,hsa-miR-532-5p,0.0184,0.1328,0.8323,-0.11,-0.11,N/A,2007
TEAD1,ENST00000361905.4,TEA domain family member 1 (SV40 transcriptional enhancer factor) ,740,1,0,1,0,0,0,0,0,1,hsa-miR-532-5p,0.011,0.0785,0.4771,-0.11,-0.12,N/A,2007
KIF26B,ENST00000366518.4,kinesin family member 26B ,25,1,0,1,0,0,0,0,0,2,hsa-miR-532-5p,0.011,0.079,0.4944,-0.11,-0.11,N/A,"NULL
"
POU6F2,ENST00000518318.2,POU class 6 homeobox 2 ,5,1,1,0,0,0,0,0,0,0,hsa-miR-532-5p,0.0123,0.0863,0.4699,-0.11,-0.11,N/A,"NULL
"
TULP4,ENST00000367094.2,tubby like protein 4 ,93,1,0,1,0,0,0,0,0,0,hsa-miR-532-5p,0.0084,0.0595,0.3485,-0.1,-0.12,N/A,"NULL
"
LRP6,ENST00000261349.4,low density lipoprotein receptor-related protein 6 ,157,1,0,1,0,0,0,0,0,0,hsa-miR-532-5p,0.0082,0.0593,0.3675,-0.1,-0.1,N/A,2007
ASXL2,ENST00000435504.4,additional sex combs like 2 (Drosophila) ,139,1,1,0,0,2,1,1,0,2,hsa-miR-532-5p,0.0164,0.1167,0.702,-0.1,-0.31,N/A,"NULL
"
ZFHX3,ENST00000268489.5,zinc finger homeobox 3 ,57,1,1,0,0,0,0,0,0,1,hsa-miR-532-5p,0.0106,0.0753,0.4394,-0.1,-0.1,N/A,"NULL
"
MLLT3,ENST00000380338.4,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3 ",385,1,0,1,0,0,0,0,0,0,hsa-miR-532-5p,0.0048,0.0348,0.2193,-0.09,-0.15,N/A,2007
CTDSPL2,ENST00000260327.4,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase like 2 ",457,1,0,1,0,0,0,0,0,0,hsa-miR-532-5p,0.0078,0.0549,0.2967,-0.09,-0.1,N/A,2007
ID4,ENST00000378700.3,"inhibitor of DNA binding 4, dominant negative helix-loop-helix protein ",3400,1,1,0,0,0,0,0,0,0,hsa-miR-532-5p,0.0034,0.0228,0.1017,-0.09,-0.46,N/A,"NULL
"
KIAA1586,ENST00000370733.4,KIAA1586 ,76,1,1,0,0,0,0,0,0,2,hsa-miR-532-5p,0.0086,0.0617,0.392,-0.09,-0.13,N/A,"NULL
"
KDM5B,ENST00000367265.3,lysine (K)-specific demethylase 5B ,187,1,0,1,0,0,0,0,0,1,hsa-miR-532-5p,0.0022,0.0161,0.11,-0.09,-0.09,N/A,"NULL
"
HCN1,ENST00000303230.4,hyperpolarization activated cyclic nucleotide-gated potassium channel 1 ,5,1,0,1,0,0,0,0,0,0,hsa-miR-532-5p,0.0104,0.0729,0.3961,-0.09,-0.09,N/A,2007
SMARCC1,ENST00000254480.5,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1 ",727,1,0,1,0,0,0,0,0,1,hsa-miR-532-5p,0.0068,0.0485,0.2955,-0.08,-0.08,N/A,2007
GAN,ENST00000568107.2,gigaxonin ,185,1,0,1,0,3,1,0,2,2,hsa-miR-532-5p,0.014,0.0997,0.5991,-0.08,-0.15,N/A,"NULL
"
PCGF3,ENST00000362003.5,polycomb group ring finger 3 ,503,1,0,0,1,0,0,0,0,1,hsa-miR-532-5p,0.0049,0.0351,0.2207,-0.08,-0.11,N/A,2007
RNF121,ENST00000393713.3,ring finger protein 121 ,610,1,0,1,0,0,0,0,0,0,hsa-miR-532-5p,0.0015,0.0112,0.0772,-0.08,-0.08,N/A,"NULL
"
CPD,ENST00000225719.4,carboxypeptidase D ,1766,1,0,1,0,1,0,1,0,0,hsa-miR-532-5p,0.0121,0.0865,0.5281,-0.08,-0.08,N/A,"NULL
"
BLOC1S5,ENST00000397457.2,"biogenesis of lysosomal organelles complex-1, subunit 5, muted ",187,1,0,1,0,0,0,0,0,2,hsa-miR-532-5p,0.0062,0.0451,0.2918,-0.08,-0.13,N/A,"NULL
"
RIMKLB,ENST00000357529.3,ribosomal modification protein rimK-like family member B ,164,1,0,1,0,1,0,1,0,0,hsa-miR-532-5p,0.0044,0.0315,0.1937,-0.07,-0.15,N/A,"NULL
"
PPM1A,ENST00000395076.4,"protein phosphatase, Mg2+/Mn2+ dependent, 1A ",412,1,1,0,0,1,0,1,0,2,hsa-miR-532-5p,0.0039,0.0276,0.1593,-0.07,-0.4,N/A,"NULL
"
NRP2,ENST00000360409.3,neuropilin 2 ,146,1,0,1,0,0,0,0,0,1,hsa-miR-532-5p,0.0058,0.0413,0.2549,-0.07,-0.07,N/A,"NULL
"
PCSK1,ENST00000311106.3,proprotein convertase subtilisin/kexin type 1 ,83,1,0,1,0,0,0,0,0,1,hsa-miR-532-5p,0.0052,0.0381,0.2535,-0.07,-0.17,N/A,"NULL
"
SH3PXD2A,ENST00000369774.4,SH3 and PX domains 2A ,152,2,0,2,0,0,0,0,0,4,hsa-miR-532-5p,0.0151,0.1092,0.7128,-0.07,-0.09,N/A,2007
PRPF4B,ENST00000337659.6,pre-mRNA processing factor 4B ,602,1,0,1,0,1,0,0,1,0,hsa-miR-532-5p,0.0087,0.0624,0.3858,-0.07,-0.08,N/A,2007
GNB4,ENST00000232564.3,"guanine nucleotide binding protein (G protein), beta polypeptide 4 ",343,1,0,1,0,1,0,0,1,2,hsa-miR-532-5p,0.0057,0.0407,0.2458,-0.07,-0.25,N/A,"NULL
"
IGDCC4,ENST00000352385.2,"immunoglobulin superfamily, DCC subclass, member 4 ",12,1,0,1,0,0,0,0,0,0,hsa-miR-532-5p,0.0046,0.0333,0.2068,-0.07,-0.07,N/A,"NULL
"
XRCC5,ENST00000392133.3,X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining) ,14802,1,1,0,0,3,1,1,1,3,hsa-miR-532-5p,0.0036,0.0251,0.146,-0.07,-0.57,N/A,"NULL
"
YY1,ENST00000262238.4,YY1 transcription factor ,1803,1,0,1,0,1,0,1,0,1,hsa-miR-532-5p,0.0076,0.0549,0.3387,-0.07,-0.11,N/A,"NULL
"
CSNK1A1,ENST00000261798.5,"casein kinase 1, alpha 1 ",769,1,0,1,0,1,0,1,0,0,hsa-miR-532-5p,0.0019,0.0141,0.0969,-0.07,-0.1,N/A,"NULL
"
MTSS1,ENST00000378017.3,metastasis suppressor 1 ,10,1,0,1,0,0,0,0,0,0,hsa-miR-532-5p,0.0041,0.0291,0.1692,-0.06,-0.12,N/A,"NULL
"
ZNF608,ENST00000504926.1,zinc finger protein 608 ,22,1,0,1,0,0,0,0,0,0,hsa-miR-532-5p,0.0019,0.0137,0.0974,-0.06,-0.06,N/A,2007
SPIRE1,ENST00000409402.4,spire-type actin nucleation factor 1 ,103,1,0,1,0,2,0,1,1,0,hsa-miR-532-5p,0.0061,0.0438,0.2819,-0.06,-0.29,N/A,2007
NUDT5,ENST00000491614.1,nudix (nucleoside diphosphate linked moiety X)-type motif 5 ,808,1,1,0,0,1,0,1,0,2,hsa-miR-532-5p,0.0081,0.0582,0.3722,-0.06,-0.32,N/A,"NULL
"
SLC7A11,ENST00000280612.5,"solute carrier family 7 (anionic amino acid transporter light chain, xc- system), member 11 ",61,1,1,0,0,0,0,0,0,1,hsa-miR-532-5p,0.0041,0.029,0.1666,-0.06,-0.24,N/A,"NULL
"
DNMT3A,ENST00000380746.4,DNA (cytosine-5-)-methyltransferase 3 alpha ,221,1,0,1,0,1,0,0,1,1,hsa-miR-532-5p,0.0034,0.0248,0.157,-0.06,-0.24,N/A,"NULL
"
SP8,ENST00000418710.2,Sp8 transcription factor ,95,1,0,0,1,0,0,0,0,0,hsa-miR-532-5p,0.003,0.0216,0.1364,-0.05,-0.07,N/A,"NULL
"
MRRF,ENST00000344641.3,mitochondrial ribosome recycling factor ,85,1,0,1,0,0,0,0,0,3,hsa-miR-532-5p,0.004,0.0287,0.1861,-0.05,-0.18,N/A,"NULL
"
NPAS3,ENST00000346562.2,neuronal PAS domain protein 3 ,9,1,0,1,0,0,0,0,0,1,hsa-miR-532-5p,0.006,0.0438,0.2865,-0.05,-0.05,N/A,"NULL
"
MAPKAPK3,ENST00000446044.1,mitogen-activated protein kinase-activated protein kinase 3 ,155,1,0,1,0,0,0,0,0,0,hsa-miR-532-5p,0.0019,0.0136,0.083,-0.05,-0.13,N/A,"NULL
"
GREB1,ENST00000381486.2,growth regulation by estrogen in breast cancer 1 ,40,1,0,1,0,0,0,0,0,1,hsa-miR-532-5p,0.0065,0.0473,0.309,-0.05,-0.05,N/A,"NULL
"
ITGA11,ENST00000423218.2,"integrin, alpha 11 ",390,1,0,1,0,0,0,0,0,0,hsa-miR-532-5p,0.0026,0.0185,0.1129,-0.05,-0.09,N/A,"NULL
"
CHST2,ENST00000309575.3,carbohydrate (N-acetylglucosamine-6-O) sulfotransferase 2 ,154,1,0,1,0,0,0,0,0,1,hsa-miR-532-5p,0.0015,0.0112,0.0794,-0.05,-0.2,N/A,"NULL
"
PTEN,ENST00000371953.3,phosphatase and tensin homolog ,118,1,0,1,0,0,0,0,0,0,hsa-miR-532-5p,0.005,0.0364,0.2344,-0.05,-0.07,N/A,"NULL
"
USP46,ENST00000441222.3,ubiquitin specific peptidase 46 ,180,1,0,1,0,0,0,0,0,4,hsa-miR-532-5p,0.0051,0.0371,0.251,-0.04,-0.29,N/A,"NULL
"
SON,ENST00000290239.6,SON DNA binding protein ,161,1,0,1,0,0,0,0,0,0,hsa-miR-532-5p,0.0067,0.0483,0.3114,-0.04,-0.04,N/A,"NULL
"
PTPRG,ENST00000474889.1,"protein tyrosine phosphatase, receptor type, G ",696,1,0,1,0,1,1,0,0,0,hsa-miR-532-5p,0.012,0.0843,0.4601,-0.04,-0.05,N/A,"NULL
"
PLXNA4,ENST00000321063.4,plexin A4 ,9,1,0,1,0,0,0,0,0,1,hsa-miR-532-5p,0.0076,0.0544,0.3206,-0.04,-0.07,N/A,"NULL
"
NKAP,ENST00000371410.3,NFKB activating protein ,422,1,0,1,0,0,0,0,0,2,hsa-miR-532-5p,0.0055,0.0397,0.2655,-0.04,-0.07,N/A,"NULL
"
SLITRK1,ENST00000377084.2,"SLIT and NTRK-like family, member 1 ",5,1,0,1,0,0,0,0,0,0,hsa-miR-532-5p,0.0077,0.056,0.3589,-0.04,-0.04,N/A,2007
KAZN,ENST00000422387.2,"kazrin, periplakin interacting protein ",34,1,0,1,0,1,1,0,0,0,hsa-miR-532-5p,0.0021,0.0147,0.0796,-0.04,-0.28,N/A,"NULL
"
ARPP19,ENST00000566423.1,"cAMP-regulated phosphoprotein, 19kDa ",1316,1,0,0,1,0,0,0,0,2,hsa-miR-532-5p,0.0015,0.0107,0.0744,-0.04,-0.1,N/A,2007
FOXP1,ENST00000318789.4,forkhead box P1 ,264,1,1,0,0,3,0,1,2,0,hsa-miR-532-5p,0.0032,0.0232,0.1406,-0.03,-0.33,N/A,"NULL
"
MAP1B,ENST00000296755.7,microtubule-associated protein 1B ,259,1,0,1,0,0,0,0,0,2,hsa-miR-532-5p,0.0133,0.0956,0.5976,-0.03,-0.03,N/A,2007
RPS6KA3,ENST00000379565.3,"ribosomal protein S6 kinase, 90kDa, polypeptide 3 ",769,1,0,1,0,1,0,1,0,0,hsa-miR-532-5p,0.0047,0.0337,0.2159,-0.03,-0.17,N/A,2007
ITGB8,ENST00000222573.4,"integrin, beta 8 ",17,1,0,1,0,0,0,0,0,2,hsa-miR-532-5p,0.0074,0.0539,0.3666,-0.03,-0.09,N/A,"NULL
"
GATAD2B,ENST00000368655.4,GATA zinc finger domain containing 2B ,48,1,1,0,0,0,0,0,0,0,hsa-miR-532-5p,0.0065,0.046,0.2627,-0.03,-0.05,N/A,"NULL
"
EPC1,ENST00000319778.6,enhancer of polycomb homolog 1 (Drosophila) ,102,1,0,1,0,0,0,0,0,0,hsa-miR-532-5p,0.0009,0.0068,0.044,-0.03,-0.16,N/A,"NULL
"
NSUN5,ENST00000428206.1,"NOP2/Sun domain family, member 5 ",28,1,0,0,1,0,0,0,0,0,hsa-miR-532-5p,0.0008,0.0057,0.0366,-0.02,-0.14,N/A,"NULL
"
SLC25A12,ENST00000422440.2,"solute carrier family 25 (aspartate/glutamate carrier), member 12 ",566,1,1,0,0,0,0,0,0,0,hsa-miR-532-5p,0.0014,0.0098,0.0616,-0.02,-0.3,N/A,"NULL
"
RYK,ENST00000296084.4,receptor-like tyrosine kinase ,51,1,0,1,0,0,0,0,0,0,hsa-miR-532-5p,0.0038,0.0276,0.1784,-0.02,-0.12,N/A,"NULL
"
SETD9,ENST00000285947.2,SET domain containing 9 ,45,1,0,1,0,0,0,0,0,2,hsa-miR-532-5p,0.0009,0.0062,0.0379,-0.02,-0.3,N/A,"NULL
"
ZFP91,ENST00000316059.6,ZFP91 zinc finger protein ,688,1,1,0,0,0,0,0,0,0,hsa-miR-532-5p,0.0022,0.0162,0.1093,-0.02,-0.32,N/A,"NULL
"
DCAF17,ENST00000375255.3,DDB1 and CUL4 associated factor 17 ,49,1,0,1,0,1,0,1,0,0,hsa-miR-532-5p,0.0018,0.0132,0.0884,-0.02,-0.2,N/A,"NULL
"
SMAD2,ENST00000262160.6,SMAD family member 2 ,1196,1,1,0,0,1,0,1,0,2,hsa-miR-532-5p,0.0049,0.0357,0.2413,-0.02,-0.27,N/A,"NULL
"
PEX19,ENST00000368072.5,peroxisomal biogenesis factor 19 ,1804,1,0,1,0,0,0,0,0,0,hsa-miR-532-5p,0.0015,0.0107,0.0763,-0.02,-0.02,N/A,"NULL
"
PDZD2,ENST00000438447.1,PDZ domain containing 2 ,5,1,0,1,0,0,0,0,0,0,hsa-miR-532-5p,0.0073,0.0527,0.3508,-0.02,-0.02,N/A,"NULL
"
TTN,ENST00000342992.6,titin ,5,1,0,1,0,0,0,0,0,0,hsa-miR-532-5p,0.0258,0.1886,1.3087,-0.02,-0.02,N/A,"NULL
"
PDE3A,ENST00000359062.3,"phosphodiesterase 3A, cGMP-inhibited ",1182,1,0,1,0,0,0,0,0,1,hsa-miR-532-5p,0.0079,0.0571,0.3671,-0.02,-0.02,N/A,"NULL
"
ZC3H14,ENST00000251038.5,zinc finger CCCH-type containing 14 ,395,1,0,1,0,0,0,0,0,0,hsa-miR-532-5p,0.0009,0.0063,0.0399,-0.01,-0.18,N/A,"NULL
"
ZNF248,ENST00000395867.3,zinc finger protein 248 ,43,1,0,1,0,0,0,0,0,0,hsa-miR-532-5p,0.0033,0.0243,0.1632,-0.01,-0.02,N/A,"NULL
"
CTBP2,ENST00000337195.5,C-terminal binding protein 2 ,16,1,0,1,0,0,0,0,0,0,hsa-miR-532-5p,0.0027,0.0195,0.1273,-0.01,-0.04,N/A,"NULL
"
ATP2B1,ENST00000261173.2,"ATPase, Ca++ transporting, plasma membrane 1 ",699,1,1,0,0,0,0,0,0,0,hsa-miR-532-5p,0.0045,0.0325,0.2002,-0.01,-0.03,N/A,"NULL
"
HNRNPA3,ENST00000411529.2,heterogeneous nuclear ribonucleoprotein A3 ,329,1,1,0,0,0,0,0,0,0,hsa-miR-532-5p,0.0017,0.0122,0.0801,-0.01,-0.21,N/A,2007
TPR,ENST00000367478.4,"translocated promoter region, nuclear basket protein ",529,1,1,0,0,0,0,0,0,0,hsa-miR-532-5p,0.0036,0.0262,0.1694,-0.01,-0.33,N/A,"NULL
"
SNX16,ENST00000353788.4,sorting nexin 16 ,156,1,1,0,0,0,0,0,0,0,hsa-miR-532-5p,0.0005,0.0033,0.0203,-0.01,-0.37,N/A,"NULL
"
FBXO42,ENST00000375592.3,F-box protein 42 ,854,1,0,1,0,0,0,0,0,0,hsa-miR-532-5p,0.0038,0.0275,0.1853,-0.01,-0.02,N/A,"NULL
"
ANTXR2,ENST00000403729.2,anthrax toxin receptor 2 ,51,1,0,1,0,0,0,0,0,0,hsa-miR-532-5p,0.0011,0.0078,0.0528,-0.01,-0.02,N/A,"NULL
"
GTDC1,ENST00000392869.2,glycosyltransferase-like domain containing 1 ,241,1,0,1,0,0,0,0,0,4,hsa-miR-532-5p,0.0023,0.0166,0.1166,-0.01,-0.12,N/A,"NULL
"
NAP1L1,ENST00000261182.8,nucleosome assembly protein 1-like 1 ,9072,1,1,0,0,0,0,0,0,0,hsa-miR-532-5p,0.0002,0.0012,0.007,-0.01,-0.21,N/A,"NULL
"
CACNB4,ENST00000539935.1,"calcium channel, voltage-dependent, beta 4 subunit ",57,1,0,1,0,0,0,0,0,0,hsa-miR-532-5p,0.003,0.0217,0.1377,0,-0.02,N/A,"NULL
"
MBD5,ENST00000407073.1,methyl-CpG binding domain protein 5 ,7,1,0,1,0,0,0,0,0,0,hsa-miR-532-5p,0.0024,0.0171,0.106,0,-0.02,N/A,"NULL
"
LNPEP,ENST00000231368.5,leucyl/cystinyl aminopeptidase ,28,1,0,1,0,0,0,0,0,0,hsa-miR-532-5p,0.002,0.0146,0.0974,0,-0.02,N/A,"NULL
"
GDAP2,ENST00000369443.5,ganglioside induced differentiation associated protein 2 ,656,1,1,0,0,1,0,0,1,2,hsa-miR-532-5p,0.0004,0.0025,0.0159,0,-0.14,N/A,"NULL
"
TMEM106B,ENST00000396667.3,transmembrane protein 106B ,615,1,0,0,1,1,0,1,0,1,hsa-miR-532-5p,0.0008,0.0061,0.0403,0,-0.11,N/A,"NULL
"
COPS2,ENST00000388901.5,COP9 signalosome subunit 2 ,11120,1,0,1,0,0,0,0,0,0,hsa-miR-532-5p,0.0016,0.0115,0.082,0,-0.08,N/A,"NULL
"
SURF2,ENST00000371964.4,surfeit 2 ,290,1,0,1,0,1,0,1,0,0,hsa-miR-532-5p,0.0002,0.0016,0.0111,0,-0.28,N/A,"NULL
"
ARID2,ENST00000457135.1,"AT rich interactive domain 2 (ARID, RFX-like) ",891,1,1,0,0,0,0,0,0,0,hsa-miR-532-5p,0,0.0002,0.0014,0,-0.26,N/A,2007
ORMDL2,ENST00000243045.5,ORM1-like 2 (S. cerevisiae) ,1649,1,1,0,0,0,0,0,0,0,hsa-miR-532-5p,0.0005,0.0033,0.0237,0,-0.45,N/A,"NULL
"
CTD-2228K2.5,ENST00000342584.3,Uncharacterized protein  ,199,1,0,1,0,0,0,0,0,0,hsa-miR-532-5p,0.0001,0.0009,0.0057,0,-0.26,N/A,"NULL
"
G6PC3,ENST00000269097.4,"glucose 6 phosphatase, catalytic, 3 ",429,1,0,1,0,0,0,0,0,0,hsa-miR-532-5p,0.0006,0.004,0.029,0,-0.17,N/A,"NULL
"
CYSLTR1,ENST00000373304.3,cysteinyl leukotriene receptor 1 ,5,1,1,0,0,0,0,0,0,0,hsa-miR-532-5p,0.0009,0.0068,0.0476,0,-0.25,N/A,"NULL
"
BAG1,ENST00000472232.3,BCL2-associated athanogene ,8934,1,0,1,0,0,0,0,0,0,hsa-miR-532-5p,0.0003,0.0025,0.0184,0,-0.15,N/A,"NULL
"
CTNNBL1,ENST00000361383.6,"catenin, beta like 1 ",206,1,0,1,0,0,0,0,0,1,hsa-miR-532-5p,0.0008,0.0061,0.0438,0,-0.02,N/A,"NULL
"
CRP,ENST00000255030.5,"C-reactive protein, pentraxin-related ",5,1,1,0,0,0,0,0,0,2,hsa-miR-532-5p,0.0008,0.0055,0.0394,0,-0.15,N/A,"NULL
"
KCNK10,ENST00000340700.5,"potassium channel, subfamily K, member 10 ",5,1,0,1,0,0,0,0,0,0,hsa-miR-532-5p,0,0.0002,0.0012,0,-0.15,N/A,"NULL
"
BACE1,ENST00000313005.6,beta-site APP-cleaving enzyme 1 ,486,1,0,1,0,0,0,0,0,0,hsa-miR-532-5p,0.0022,0.016,0.114,0,-0.02,N/A,"NULL
"
IL1RAPL1,ENST00000378993.1,interleukin 1 receptor accessory protein-like 1 ,5,1,0,1,0,0,0,0,0,2,hsa-miR-532-5p,0,0.0002,0.001,0,-0.02,N/A,"NULL
"
ZNF70,ENST00000341976.3,zinc finger protein 70 ,99,1,1,0,0,0,0,0,0,5,hsa-miR-532-5p,0.0041,0.0298,0.2056,0,-0.18,N/A,"NULL
"
